symbol,yahoo_symbol,company_name,isin,isin_valid,segment,exchange,listing_series,current_series,surveillance_band,surveillance_remarks,listing_date,face_value,paidup_value,market_lot,etf_underlying,previous_symbol,symbol_change_date,previous_company_name,name_change_date,nifty_industry,in_nifty50,in_nifty_next50,in_nifty100,in_nifty200,in_nifty500,data_sources,pipeline_run_at
PREMEXPLN,PREMEXPLN.NS,Premier Explosives Limited,INE863B01029,True,EQUITY,NSE,EQ,EQ,20,-,2016-06-17,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
PREMIER,PREMIER.NS,Premier Limited,INE342A01018,True,EQUITY,NSE,BE,BE,5,GSM STAGE - 0,1996-04-03,10.0,10.0,1.0,,PREMAUTO,2005-06-14,Premier Automobiles Ltd.,2005-06-14,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
PREMIERENE,PREMIERENE.NS,Premier Energies Limited,INE0BS701011,True,EQUITY,NSE,EQ,EQ,No Band,-,2024-09-03,1.0,1.0,1.0,,,,,,Capital Goods,False,False,False,True,True,EQUITY_L;sec_list;nifty200;nifty500,2026-07-06T15:21:16+00:00
PREMIERPOL,PREMIERPOL.NS,Premier Polyfilm Limited,INE309M01020,True,EQUITY,NSE,EQ,EQ,20,-,1995-12-13,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
PRESTIGE,PRESTIGE.NS,Prestige Estates Projects Limited,INE811K01011,True,EQUITY,NSE,EQ,EQ,No Band,-,2010-10-27,10.0,10.0,1.0,,,,,,Realty,False,False,False,True,True,EQUITY_L;sec_list;nifty200;nifty500,2026-07-06T15:21:16+00:00
PRICOLLTD,PRICOLLTD.NS,Pricol Limited,INE726V01018,True,EQUITY,NSE,EQ,EQ,20,-,2017-02-10,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
PRIMESECU,PRIMESECU.NS,Prime Securities Limited,INE032B01021,True,EQUITY,NSE,EQ,EQ,20,-,2005-06-17,5.0,5.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
PRIMO,PRIMO.NS,Primo Chemicals Limited,INE607A01022,True,EQUITY,NSE,EQ,EQ,20,-,2025-04-22,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
PRINCEPIPE,PRINCEPIPE.NS,Prince Pipes And Fittings Limited,INE689W01016,True,EQUITY,NSE,EQ,EQ,20,-,2019-12-30,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
PRITI,PRITI.NS,Priti International Limited,INE974Z01015,True,EQUITY,NSE,BE,BE,5,-,2022-03-02,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
PRITIKAUTO,PRITIKAUTO.NS,Pritika Auto Industries Limited,INE583R01029,True,EQUITY,NSE,BE,BE,5,-,2021-08-10,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
PRIVISCL,PRIVISCL.NS,Privi Speciality Chemicals Limited,INE959A01019,True,EQUITY,NSE,EQ,EQ,20,-,2015-05-08,10.0,10.0,1.0,,FAIRCHEM,2020-10-14,Fairchem Speciality Limited,2020-10-14,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
PROSTARM,PROSTARM.NS,Prostarm Info Systems Limited,INE0BX301013,True,EQUITY,NSE,EQ,EQ,20,-,2025-06-03,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
PROTEAN,PROTEAN.NS,Protean eGov Technologies Limited,INE004A01022,True,EQUITY,NSE,EQ,EQ,20,-,2025-02-06,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
PROZONER,PROZONER.NS,Prozone Realty Limited,INE195N01013,True,EQUITY,NSE,EQ,EQ,20,-,2012-09-12,2.0,2.0,1.0,,PROZONINTU,2023-08-04,Prozone Intu Properties Limited,2023-08-04,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
PRSMJOHNSN,PRSMJOHNSN.NS,Prism Johnson Limited,INE010A01011,True,EQUITY,NSE,EQ,EQ,20,-,2003-08-20,10.0,10.0,1.0,,PRISMCEM,2018-05-04,Prism Cement Limited,2018-05-04,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
PRUDENT,PRUDENT.NS,Prudent Corporate Advisory Services Limited,INE00F201020,True,EQUITY,NSE,EQ,EQ,20,-,2022-05-20,5.0,5.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
PRUDMOULI,PRUDMOULI.NS,Prudential Sugar Corporation Limited,INE024D01016,True,EQUITY,NSE,BE,BE,5,-,1995-05-10,10.0,10.0,1.0,,,,Prudential Mouli Sugars Ltd,1997-01-30,,False,False,False,False,False,EQUITY_L;sec_list;namechange,2026-07-06T15:21:16+00:00
PSB,PSB.NS,Punjab & Sind Bank,INE608A01012,True,EQUITY,NSE,EQ,EQ,20,-,2010-12-30,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
PSPPROJECT,PSPPROJECT.NS,PSP Projects Limited,INE488V01015,True,EQUITY,NSE,EQ,EQ,20,-,2017-05-29,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
PSUBANK,PSUBANK.NS,KotakMahindraMutualFun,INF373I01023,True,ETF,NSE,,EQ,20,-,2007-11-16,10.0,,1.0,NiftyPSUBank,KOTAKPSUBK,2024-03-20,Kotak Mahindra Mutual Fund,2022-07-18,,False,False,False,False,False,eq_etfseclist;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
PSUBANKADD,PSUBANKADD.NS,DSPAMC-DSPPSBKETF,INF740KA1SY9,True,ETF,NSE,,EQ,20,-,2023-08-02,10.0,,1.0,DSPNiftyPSUBankETF,DSPPSBKETF,2024-02-15,,,,False,False,False,False,False,eq_etfseclist;sec_list;symbolchange,2026-07-06T15:21:16+00:00
PSUBNKBEES,PSUBNKBEES.NS,NIPINDETFPSUBANKBEES,INF204KB16I7,True,ETF,NSE,,EQ,20,-,2007-11-01,1.0,,1.0,NiftyPSUBank,,,NIPPON INDIA ETF PSU BANK BEES,2022-07-08,,False,False,False,False,False,eq_etfseclist;sec_list;namechange,2026-07-06T15:21:16+00:00
PSUBNKIETF,PSUBNKIETF.NS,ICICIPRAMC-PSUBANKICI,INF109KC10S8,True,ETF,NSE,,EQ,20,-,2023-03-21,10.0,,1.0,ICICIPrudentialNiftyPSUBankETF,PSUBANKICI,2023-12-20,,,,False,False,False,False,False,eq_etfseclist;sec_list;symbolchange,2026-07-06T15:21:16+00:00
PTC,PTC.NS,PTC India Limited,INE877F01012,True,EQUITY,NSE,EQ,EQ,20,-,2004-04-07,10.0,10.0,1.0,,,,Power Trading Corporation of India Limited,2004-08-30,,False,False,False,False,False,EQUITY_L;sec_list;namechange,2026-07-06T15:21:16+00:00
PTCIL,PTCIL.NS,PTC Industries Limited,INE596F01018,True,EQUITY,NSE,EQ,EQ,20,-,2023-06-09,10.0,10.0,1.0,,,,,,Capital Goods,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
PTL,PTL.NS,PTL Enterprises Limited,INE034D01049,True,EQUITY,NSE,EQ,EQ,20,-,2007-01-29,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
PUNJABCHEM,PUNJABCHEM.NS,Punjab Chemicals & Crop Protection Limited,INE277B01014,True,EQUITY,NSE,EQ,EQ,20,-,2007-03-08,10.0,10.0,1.0,,,,Punjab Chemicals & Pharmaceuticals Ltd.,2007-03-08,,False,False,False,False,False,EQUITY_L;sec_list;namechange,2026-07-06T15:21:16+00:00
PURVA,PURVA.NS,Puravankara Limited,INE323I01011,True,EQUITY,NSE,EQ,EQ,20,-,2007-08-30,5.0,5.0,1.0,,,,Puravankara Projects Limited,2017-01-10,,False,False,False,False,False,EQUITY_L;sec_list;namechange,2026-07-06T15:21:16+00:00
PVP,PVP.NS,PVP Ventures Limited,INE362A01016,True,EQUITY,NSE,EQ,EQ,20,-,1996-04-03,10.0,10.0,1.0,,SOFTSOLINT,2008-06-23,SSI Ltd.,2008-06-23,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
PVRINOX,PVRINOX.NS,PVR INOX Limited,INE191H01014,True,EQUITY,NSE,EQ,EQ,20,-,2006-01-04,10.0,10.0,1.0,,PVR,2023-05-12,PVR Limited,2023-05-12,Media Entertainment & Publication,False,False,False,False,True,EQUITY_L;sec_list;symbolchange;namechange;nifty500,2026-07-06T15:21:16+00:00
PVSL,PVSL.NS,Popular Vehicles and Services Limited,INE772T01024,True,EQUITY,NSE,EQ,EQ,20,-,2024-03-19,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
PVTBANIETF,PVTBANIETF.NS,ICICIPRAMC-ICICIBANKP,INF109KC18U7,True,ETF,NSE,,EQ,20,-,2019-08-14,10.0,,1.0,NiftyPrivateBankIndex,ICICIBANKP,2023-12-20,ICICI Prudential Private Banks ETF-NIFTY Private Bank Index,2022-07-01,,False,False,False,False,False,eq_etfseclist;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
PVTBANKADD,PVTBANKADD.NS,DSPAMC-DSPPVBKETF,INF740KA1TA7,True,ETF,NSE,,EQ,20,-,2023-08-02,10.0,,1.0,DSPNiftyPrivateBankETF,DSPPVBKETF,2024-02-15,,,,False,False,False,False,False,eq_etfseclist;sec_list;symbolchange,2026-07-06T15:21:16+00:00
PVTBKGROWW,PVTBKGROWW.NS,GROWWAMC - PVTBKGROWW,INF666M01OT5,True,ETF,NSE,,EQ,20,-,2026-05-26,10.0,,1.0,Nifty Private Bank Index - TRI,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
PWL,PWL.NS,Physicswallah Limited,INE0LP301011,True,EQUITY,NSE,EQ,EQ,20,-,2025-11-18,1.0,1.0,1.0,,,,,,Consumer Services,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
PYRAMID,PYRAMID.NS,Pyramid Technoplast Limited,INE0MIS01010,True,EQUITY,NSE,EQ,EQ,20,-,2023-08-29,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
QGOLDHALF,QGOLDHALF.NS,QuantumGoldFund-Exchan,INF082J01408,True,ETF,NSE,,EQ,20,-,2008-02-28,100.0,,1.0,Gold,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
QMSMEDI,QMSMEDI.NS,QMS Medical Allied Services Limited,INE0FMW01018,True,EQUITY,NSE,EQ,EQ,20,-,2026-06-18,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
QNIFTY,QNIFTY.NS,QuantumNiftyETF,INF082J01499,True,ETF,NSE,,EQ,20,-,2008-07-18,10.0,,1.0,Nifty50,,,Quantum Nifty ETF,2022-02-03,,False,False,False,False,False,eq_etfseclist;sec_list;namechange,2026-07-06T15:21:16+00:00
QPOWER,QPOWER.NS,Quality Power Electrical Equipments Limited,INE0SII01026,True,EQUITY,NSE,BE,BE,5,-,2025-02-24,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
QUADFUTURE,QUADFUTURE.NS,Quadrant Future Tek Limited,INE0LRY01011,True,EQUITY,NSE,EQ,EQ,20,-,2025-01-14,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
QUAL30IETF,QUAL30IETF.NS,ICICIPRAMC-ICICIQTY30,INF109KC18V5,True,ETF,NSE,,EQ,20,-,2023-08-10,10.0,,1.0,ICICIPrudentialNifty200Quality30ETF,ICICIQTY30,2023-12-20,,,,False,False,False,False,False,eq_etfseclist;sec_list;symbolchange,2026-07-06T15:21:16+00:00
QUALITY30,QUALITY30.NS,KOTAKMAMC - QUALITY30,INF174KA1WT6,True,ETF,NSE,,EQ,20,-,2025-07-18,10.0,,1.0,Nifty200 Quality 30 Index,QUALITY30,2025-07-21,,,,False,False,False,False,False,eq_etfseclist;sec_list;symbolchange,2026-07-06T15:21:16+00:00
QUESS,QUESS.NS,Quess Corp Limited,INE615P01015,True,EQUITY,NSE,EQ,EQ,20,-,2016-07-12,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
QUICKHEAL,QUICKHEAL.NS,Quick Heal Technologies Limited,INE306L01010,True,EQUITY,NSE,BE,BE,5,-,2016-02-18,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
QUINT,QUINT.NS,Quint Digital Limited,INE641R01017,True,EQUITY,NSE,EQ,EQ,20,-,2026-04-20,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
QUINTEGRA,QUINTEGRA.NS,Quintegra Solutions Limited,INE033B01011,True,EQUITY,NSE,BE,,,,2000-12-20,10.0,10.0,1.0,,SOFFIASOFT,2005-08-22,Soffia Software Limited,2004-03-05,,False,False,False,False,False,EQUITY_L;symbolchange;namechange,2026-07-06T15:21:16+00:00
RACE,RACE.NS,Race Eco Chain Limited,INE084Q01012,True,EQUITY,NSE,BE,BE,5,-,2023-05-09,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RACLGEAR,RACLGEAR.NS,RACL Geartech Limited,INE704B01017,True,EQUITY,NSE,EQ,EQ,20,-,2024-11-27,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RADAAN,RADAAN.NS,Radaan Mediaworks India Limited,INE874F01027,True,EQUITY,NSE,EQ,EQ,20,GSM STAGE - 0,2003-02-27,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RADHIKAJWE,RADHIKAJWE.NS,Radhika Jeweltech Limited,INE583V01021,True,EQUITY,NSE,EQ,EQ,20,-,2022-07-18,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RADIANTCMS,RADIANTCMS.NS,Radiant Cash Management Services Limited,INE855R01021,True,EQUITY,NSE,EQ,EQ,20,-,2023-01-04,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RADICO,RADICO.NS,Radico Khaitan Limited,INE944F01028,True,EQUITY,NSE,EQ,EQ,No Band,-,2003-06-18,2.0,2.0,1.0,,,,,,Fast Moving Consumer Goods,False,False,False,True,True,EQUITY_L;sec_list;nifty200;nifty500,2026-07-06T15:21:16+00:00
RADIOCITY,RADIOCITY.NS,Music Broadcast Limited,INE919I01024,True,EQUITY,NSE,EQ,EQ,10,-,2017-03-17,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RAILTEL,RAILTEL.NS,Railtel Corporation Of India Limited,INE0DD101019,True,EQUITY,NSE,EQ,EQ,20,-,2021-02-26,10.0,10.0,1.0,,,,,,Telecommunication,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
RAIN,RAIN.NS,Rain Industries Limited,INE855B01025,True,EQUITY,NSE,EQ,EQ,20,-,2008-03-03,2.0,2.0,1.0,,RAINCOM,2013-08-23,Rain Commodities  Limited,2013-08-23,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
RAINBOW,RAINBOW.NS,Rainbow Childrens Medicare Limited,INE961O01016,True,EQUITY,NSE,EQ,EQ,20,-,2022-05-10,10.0,10.0,1.0,,,,,,Healthcare,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
RAJESHEXPO,RAJESHEXPO.NS,Rajesh Exports Limited,INE343B01030,True,EQUITY,NSE,BZ,BZ,5,-,2000-02-09,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RAJMET,RAJMET.NS,Rajnandini Metal Limited,INE00KV01022,True,EQUITY,NSE,EQ,EQ,10,-,2021-02-16,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RAJOOENG,RAJOOENG.NS,Rajoo Engineers Limited,INE535F01024,True,EQUITY,NSE,BE,BE,5,-,2025-05-29,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RAJPALAYAM,RAJPALAYAM.NS,Rajapalayam Mills Limited,INE296E01026,True,EQUITY,NSE,EQ,EQ,20,-,2026-04-20,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RAJRATAN,RAJRATAN.NS,Rajratan Global Wire Limited,INE451D01029,True,EQUITY,NSE,EQ,EQ,20,-,2020-05-22,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RAJRILTD,RAJRILTD.NS,Raj Rayon Industries Limited,INE533D01032,True,EQUITY,NSE,BE,BE,2,-,2022-03-16,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RAJSREESUG,RAJSREESUG.NS,Rajshree Sugars & Chemicals Limited,INE562B01019,True,EQUITY,NSE,EQ,EQ,20,-,1995-03-29,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RAJTV,RAJTV.NS,Raj Television Network Limited,INE952H01027,True,EQUITY,NSE,EQ,EQ,5,-,2007-03-16,5.0,5.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RAJVIR,RAJVIR.NS,Rajvir Industries Limited,INE011H01014,True,EQUITY,NSE,BZ,,,,2005-09-20,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L,2026-07-06T15:21:16+00:00
RALLIS,RALLIS.NS,Rallis India Limited,INE613A01020,True,EQUITY,NSE,EQ,EQ,20,-,1999-04-01,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RAMANEWS,RAMANEWS.NS,Shree Rama Newsprint Limited,INE278B01020,True,EQUITY,NSE,EQ,EQ,20,-,2006-09-20,10.0,10.0,1.0,,,,Rama Newsprint and Papers Limited,2013-06-18,,False,False,False,False,False,EQUITY_L;sec_list;namechange,2026-07-06T15:21:16+00:00
RAMAPHO,RAMAPHO.NS,Rama Phosphates Limited,INE809A01032,True,EQUITY,NSE,EQ,EQ,20,-,2022-08-05,5.0,5.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RAMASTEEL,RAMASTEEL.NS,Rama Steel Tubes Limited,INE230R01035,True,EQUITY,NSE,BE,BE,5,-,2015-08-19,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RAMBHAJO,RAMBHAJO.NS,Advit Jewels Limited,INE1SJO01012,True,EQUITY,NSE,BE,BE,5,-,2026-07-01,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RAMCOCEM,RAMCOCEM.NS,The Ramco Cements Limited,INE331A01037,True,EQUITY,NSE,EQ,EQ,20,-,1997-04-09,1.0,1.0,1.0,,MADRASCEM,2013-09-30,Madras Cements Limited,2013-09-30,Construction Materials,False,False,False,False,True,EQUITY_L;sec_list;symbolchange;namechange;nifty500,2026-07-06T15:21:16+00:00
RAMCOIND,RAMCOIND.NS,Ramco Industries Limited,INE614A01028,True,EQUITY,NSE,EQ,EQ,20,-,1996-11-06,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RAMCOSYS,RAMCOSYS.NS,Ramco Systems Limited,INE246B01019,True,EQUITY,NSE,EQ,EQ,10,-,2000-04-12,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RAMKY,RAMKY.NS,Ramky Infrastructure Limited,INE874I01013,True,EQUITY,NSE,EQ,EQ,20,-,2010-10-08,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RAMRAT,RAMRAT.NS,Ram Ratna Wires Limited,INE207E01023,True,EQUITY,NSE,EQ,EQ,20,-,2022-07-29,5.0,5.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RANASUG,RANASUG.NS,Rana Sugars Limited,INE625B01014,True,EQUITY,NSE,EQ,EQ,20,-,2005-02-24,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RANEHOLDIN,RANEHOLDIN.NS,Rane Holdings Limited,INE384A01010,True,EQUITY,NSE,EQ,EQ,20,-,1997-09-24,10.0,10.0,1.0,,RANEMADRAS,2005-08-22,Rane (madras) Ltd.,2005-08-12,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
RATEGAIN,RATEGAIN.NS,Rategain Travel Technologies Limited,INE0CLI01024,True,EQUITY,NSE,EQ,EQ,20,-,2021-12-17,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RATNAMANI,RATNAMANI.NS,Ratnamani Metals & Tubes Limited,INE703B01027,True,EQUITY,NSE,EQ,EQ,20,-,2006-05-09,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RATNAVEER,RATNAVEER.NS,Ratnaveer Precision Engineering Limited,INE05CZ01011,True,EQUITY,NSE,EQ,EQ,20,-,2023-09-11,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RAYMOND,RAYMOND.NS,Raymond Limited,INE301A01014,True,EQUITY,NSE,EQ,EQ,20,-,1995-10-18,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RAYMONDLSL,RAYMONDLSL.NS,Raymond Lifestyle Limited,INE02ID01020,True,EQUITY,NSE,EQ,EQ,20,-,2024-09-05,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RAYMONDREL,RAYMONDREL.NS,Raymond Realty Limited,INE1SY401010,True,EQUITY,NSE,EQ,EQ,20,-,2025-07-01,10.0,10.0,1.0,,RRL,2025-06-27,,,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange,2026-07-06T15:21:16+00:00
RBA,RBA.NS,Restaurant Brands Asia Limited,INE07T201019,True,EQUITY,NSE,EQ,EQ,20,-,2020-12-14,10.0,10.0,1.0,,,,Burger King India Limited,2022-02-17,,False,False,False,False,False,EQUITY_L;sec_list;namechange,2026-07-06T15:21:16+00:00
RBLBANK,RBLBANK.NS,RBL Bank Limited,INE976G01028,True,EQUITY,NSE,EQ,EQ,No Band,-,2016-08-31,10.0,10.0,1.0,,,,,,Financial Services,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
RBZJEWEL,RBZJEWEL.NS,RBZ Jewellers Limited,INE0PEQ01016,True,EQUITY,NSE,EQ,EQ,20,-,2023-12-27,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RCF,RCF.NS,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,True,EQUITY,NSE,EQ,EQ,20,-,1998-01-07,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RCOM,RCOM.NS,Reliance Communications Limited,INE330H01018,True,EQUITY,NSE,BE,BE,5,-,2006-03-06,5.0,5.0,1.0,,RCVL,2006-06-30,Reliance Communication Ventures Limited,2006-06-30,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
RECLTD,RECLTD.NS,REC Limited,INE020B01018,True,EQUITY,NSE,EQ,EQ,No Band,-,2008-03-12,10.0,10.0,1.0,,,,Rural Electrification Corporation Limited,2018-10-25,Financial Services,False,True,True,True,True,EQUITY_L;sec_list;namechange;nifty_next50;nifty100;nifty200;nifty500,2026-07-06T15:21:16+00:00
REDINGTON,REDINGTON.NS,Redington Limited,INE891D01026,True,EQUITY,NSE,EQ,EQ,20,-,2007-02-15,2.0,2.0,1.0,,,,Redington (India) Limited,2022-09-21,Services,False,False,False,False,True,EQUITY_L;sec_list;namechange;nifty500,2026-07-06T15:21:16+00:00
REDTAPE,REDTAPE.NS,Redtape Limited,INE0LXT01019,True,EQUITY,NSE,EQ,EQ,20,-,2023-08-11,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
REFEX,REFEX.NS,Refex Industries Limited,INE056I01025,True,EQUITY,NSE,EQ,EQ,20,-,2009-12-03,2.0,2.0,1.0,,,,Refex Refrigerants Limited,2014-12-02,,False,False,False,False,False,EQUITY_L;sec_list;namechange,2026-07-06T15:21:16+00:00
REGAAL,REGAAL.NS,Regaal Resources Limited,INE0MHO01029,True,EQUITY,NSE,BE,BE,5,-,2025-08-20,5.0,5.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
REGENCERAM,REGENCERAM.NS,Regency Ceramics Limited,INE277C01012,True,EQUITY,NSE,EQ,EQ,20,GSM STAGE - 0,1996-06-05,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RELAXO,RELAXO.NS,Relaxo Footwears Limited,INE131B01039,True,EQUITY,NSE,EQ,EQ,20,-,2011-06-17,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RELCHEMQ,RELCHEMQ.NS,Reliance Chemotex Industries Limited,INE750D01016,True,EQUITY,NSE,EQ,EQ,20,-,2022-05-25,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
RELIABLE,RELIABLE.NS,Reliable Data Services Limited,INE375Y01018,True,EQUITY,NSE,EQ,EQ,20,-,2024-07-10,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
