symbol,yahoo_symbol,company_name,isin,isin_valid,segment,exchange,listing_series,current_series,surveillance_band,surveillance_remarks,listing_date,face_value,paidup_value,market_lot,etf_underlying,previous_symbol,symbol_change_date,previous_company_name,name_change_date,nifty_industry,in_nifty50,in_nifty_next50,in_nifty100,in_nifty200,in_nifty500,data_sources,pipeline_run_at
20MICRONS,20MICRONS.NS,20 Microns Limited,INE144J01027,True,EQUITY,NSE,EQ,EQ,20,-,2008-10-06,5.0,5.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
21STCENMGM,21STCENMGM.NS,21st Century Management Services Limited,INE253B01015,True,EQUITY,NSE,EQ,EQ,2,-,1995-05-03,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
360ONE,360ONE.NS,360 ONE WAM LIMITED,INE466L01038,True,EQUITY,NSE,EQ,EQ,No Band,-,2019-09-19,1.0,1.0,1.0,,IIFLWAM,2023-01-23,Iifl Wealth Management Limited,2023-01-23,Financial Services,False,False,False,True,True,EQUITY_L;sec_list;symbolchange;namechange;nifty200;nifty500,2026-07-06T15:21:16+00:00
3BBLACKBIO,3BBLACKBIO.NS,3B Blackbio Dx Limited,INE994E01018,True,EQUITY,NSE,EQ,EQ,20,-,2026-04-20,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
3IINFOLTD,3IINFOLTD.NS,3i Infotech Limited,INE748C01038,True,EQUITY,NSE,EQ,EQ,20,-,2021-10-22,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
3MINDIA,3MINDIA.NS,3M India Limited,INE470A01017,True,EQUITY,NSE,EQ,EQ,20,-,2004-08-13,10.0,10.0,1.0,,BIRLA3M,2004-06-15,Birla 3M Ltd.,2004-06-15,Diversified,False,False,False,False,True,EQUITY_L;sec_list;symbolchange;namechange;nifty500,2026-07-06T15:21:16+00:00
3PLAND,3PLAND.NS,3P Land Holdings Limited,INE105C01023,True,EQUITY,NSE,EQ,EQ,20,-,1995-07-19,2.0,2.0,1.0,,PDUMJEIND,2018-05-04,Pudumjee Industries Limited,2018-05-04,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
5PAISA,5PAISA.NS,5Paisa Capital Limited,INE618L01018,True,EQUITY,NSE,EQ,EQ,20,-,2017-11-16,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
63MOONS,63MOONS.NS,63 moons technologies limited,INE111B01023,True,EQUITY,NSE,EQ,EQ,20,-,2005-06-20,2.0,2.0,1.0,,FINANTECH,2017-01-19,Financial Technologies (India) Limited,2017-01-19,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
A2ZINFRA,A2ZINFRA.NS,A2Z Infra Engineering Limited,INE619I01012,True,EQUITY,NSE,EQ,EQ,10,-,2010-12-23,10.0,10.0,1.0,,A2ZMES,2014-12-31,A2Z Maintenance & Engineering Services Limited,2014-12-31,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
AAATECH,AAATECH.NS,AAA Technologies Limited,INE0D0U01013,True,EQUITY,NSE,EQ,EQ,20,-,2022-11-28,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AADHARHFC,AADHARHFC.NS,Aadhar Housing Finance Limited,INE883F01010,True,EQUITY,NSE,EQ,EQ,20,-,2024-05-15,10.0,10.0,1.0,,,,,,Financial Services,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
AAKASH,AAKASH.NS,Aakash Exploration Services Limited,INE087Z01024,True,EQUITY,NSE,EQ,EQ,20,-,2020-09-29,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AAREYDRUGS,AAREYDRUGS.NS,Aarey Drugs & Pharmaceuticals Limited,INE198H01019,True,EQUITY,NSE,BE,BE,2,-,2021-08-06,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AARNAV,AARNAV.NS,Aarnav Fashions Limited,INE750R01016,True,EQUITY,NSE,EQ,EQ,20,-,2026-02-25,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AARON,AARON.NS,Aaron Industries Limited,INE721Z01010,True,EQUITY,NSE,EQ,EQ,20,-,2020-11-06,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AARTECH,AARTECH.NS,Aartech Solonics Limited,INE01C001026,True,EQUITY,NSE,EQ,EQ,20,-,2023-07-10,5.0,5.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AARTIDRUGS,AARTIDRUGS.NS,Aarti Drugs Limited,INE767A01016,True,EQUITY,NSE,EQ,EQ,20,-,2003-09-19,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AARTIIND,AARTIIND.NS,Aarti Industries Limited,INE769A01020,True,EQUITY,NSE,EQ,EQ,20,-,1995-02-08,5.0,5.0,1.0,,,,,,Chemicals,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
AARTIPHARM,AARTIPHARM.NS,Aarti Pharmalabs Limited,INE0LRU01027,True,EQUITY,NSE,EQ,EQ,20,-,2023-01-30,5.0,5.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AARTISURF,AARTISURF.NS,Aarti Surfactants Limited,INE09EO01013,True,EQUITY,NSE,EQ,EQ,20,-,2020-07-14,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AARVI,AARVI.NS,Aarvi Encon Limited,INE754X01016,True,EQUITY,NSE,EQ,EQ,20,-,2020-06-24,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AASTHA,AASTHA.NS,Aastha Spintex Limited,INE2FMX01012,True,EQUITY,NSE,BE,BE,5,-,2026-07-06,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AAVAS,AAVAS.NS,Aavas Financiers Limited,INE216P01012,True,EQUITY,NSE,EQ,EQ,20,-,2018-10-08,10.0,10.0,1.0,,,,,,Financial Services,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
ABAN,ABAN.NS,Aban Offshore Limited,INE421A01028,True,EQUITY,NSE,BE,BE,5,-,1995-03-29,2.0,2.0,1.0,,ABANLOYD,2006-08-18,Aban Loyd Chiles Offshore Ltd.,2006-08-18,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
ABANSENT,ABANSENT.NS,Abans Enterprises Limited,INE365O01028,True,EQUITY,NSE,BE,BE,5,-,2026-04-20,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ABB,ABB.NS,ABB India Limited,INE117A01022,True,EQUITY,NSE,EQ,EQ,No Band,-,1995-02-08,2.0,2.0,1.0,,,,ABB Limited,2013-07-03,Capital Goods,False,True,True,True,True,EQUITY_L;sec_list;namechange;nifty_next50;nifty100;nifty200;nifty500,2026-07-06T15:21:16+00:00
ABBOTINDIA,ABBOTINDIA.NS,Abbott India Limited,INE358A01014,True,EQUITY,NSE,EQ,EQ,20,-,2010-01-08,10.0,10.0,1.0,,,,,,Healthcare,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
ABCAPITAL,ABCAPITAL.NS,Aditya Birla Capital Limited,INE674K01013,True,EQUITY,NSE,EQ,EQ,No Band,-,2017-09-01,10.0,10.0,1.0,,,,,,Financial Services,False,False,False,True,True,EQUITY_L;sec_list;nifty200;nifty500,2026-07-06T15:21:16+00:00
ABCOTS,ABCOTS.NS,A B Cotspin India Limited,INE08PH01015,True,EQUITY,NSE,EQ,EQ,20,-,2025-09-24,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ABDL,ABDL.NS,Allied Blenders and Distillers Limited,INE552Z01027,True,EQUITY,NSE,EQ,EQ,10,-,2024-07-02,2.0,2.0,1.0,,,,,,Fast Moving Consumer Goods,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
ABFRL,ABFRL.NS,Aditya Birla Fashion and Retail Limited,INE647O01011,True,EQUITY,NSE,EQ,EQ,20,-,2013-07-17,10.0,10.0,1.0,,PFRL,2016-01-29,Pantaloons Fashion & Retail Limited,2016-01-29,Consumer Services,False,False,False,False,True,EQUITY_L;sec_list;symbolchange;namechange;nifty500,2026-07-06T15:21:16+00:00
ABGSEC,ABGSEC.NS,BIRLASLAMC - ABGSEC,INF209KC1134,True,ETF,NSE,,EQ,20,-,2024-07-10,100.0,,1.0,Aditya Birla Sun Life CRISIL Broad Based Gilt ETF,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
ABINFRA,ABINFRA.NS,A B Infrabuild Limited,INE00YB01025,True,EQUITY,NSE,EQ,EQ,20,-,2024-11-08,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ABLBL,ABLBL.NS,Aditya Birla Lifestyle Brands Limited,INE14LE01019,True,EQUITY,NSE,EQ,EQ,20,-,2025-06-23,10.0,10.0,1.0,,,,,,Consumer Services,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
ABMINTLLTD,ABMINTLLTD.NS,ABM International Limited,INE251C01025,True,EQUITY,NSE,EQ,EQ,10,-,2021-09-09,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ABMKNO,ABMKNO.NS,ABM Knowledgeware Limited,INE850B01026,True,EQUITY,NSE,EQ,EQ,20,-,2026-04-20,5.0,5.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ABREL,ABREL.NS,Aditya Birla Real Estate Limited,INE055A01016,True,EQUITY,NSE,EQ,EQ,20,-,2003-06-27,10.0,10.0,1.0,,CENTURYTEX,2024-10-10,Century Textiles & Industries Limited,2024-10-10,Realty,False,False,False,False,True,EQUITY_L;sec_list;symbolchange;namechange;nifty500,2026-07-06T15:21:16+00:00
ABSL10BANK,ABSL10BANK.NS,BIRLASLAMC - ABSL10BANK,INF209KC1670,True,ETF,NSE,,EQ,20,-,2026-03-04,10.0,,1.0,BSE Top 10 Banks Index,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
ABSLAMC,ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,INE404A01024,True,EQUITY,NSE,EQ,EQ,20,-,2021-10-11,5.0,5.0,1.0,,,,,,Financial Services,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
ABSLBANETF,ABSLBANETF.NS,BIRLASLAMC-ABSLBANETF,INF209KB17D5,True,ETF,NSE,,EQ,20,-,2019-10-30,10.0,,1.0,NiftyBank,,,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Banking ETF,2022-09-09,,False,False,False,False,False,eq_etfseclist;sec_list;namechange,2026-07-06T15:21:16+00:00
ABSLLIQUID,ABSLLIQUID.NS,BIRLASLAMC-ABSLLIQUID,INF209KB18T9,True,ETF,NSE,,EQ,5,-,2023-03-16,1000.0,,1.0,AdityaBirlaSunLifeCRISILOvernightFundAIIndexETF,,,Aditya Birla Sun Life MF - ABSL CRISIL Overnight Fund AI Index ETF,2023-05-04,,False,False,False,False,False,eq_etfseclist;sec_list;namechange,2026-07-06T15:21:16+00:00
ABSLMSCIN,ABSLMSCIN.NS,BIRLASLAMC - ABSLMSCIN,INF209KC1662,True,ETF,NSE,,EQ,20,-,2026-02-20,10.0,,1.0,MSCI India Index,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
ABSLNN50ET,ABSLNN50ET.NS,BIRLASLAMC-ABSLNN50ET,INF209KB16D7,True,ETF,NSE,,EQ,20,-,2018-12-21,10.0,,1.0,NiftyNext50,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
ABSLPSE,ABSLPSE.NS,BIRLASLAMC-ABSLPSE,INF209KB19Z4,True,ETF,NSE,,EQ,20,-,2024-05-23,1.0,,1.0,AdityaBirlaSunLifeNiftyPSEETF,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
ACC,ACC.NS,ACC Limited,INE012A01025,True,EQUITY,NSE,EQ,EQ,20,-,1996-11-20,10.0,10.0,1.0,,,,Associated Cement Co. Ltd,2006-10-04,Construction Materials,False,False,False,False,True,EQUITY_L;sec_list;namechange;nifty500,2026-07-06T15:21:16+00:00
ACCELYA,ACCELYA.NS,Accelya Solutions India Limited,INE793A01012,True,EQUITY,NSE,EQ,EQ,20,-,1999-12-01,10.0,10.0,1.0,,KALECONSUL,2012-09-06,Accelya Kale Solutions Limited,2019-06-03,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
ACCURACY,ACCURACY.NS,Accuracy Shipping Limited,INE648Z01023,True,EQUITY,NSE,BE,BE,5,-,2020-12-11,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ACE,ACE.NS,Action Construction Equipment Limited,INE731H01025,True,EQUITY,NSE,EQ,EQ,20,-,2006-09-26,2.0,2.0,1.0,,,,,,Capital Goods,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
ACEINTEG,ACEINTEG.NS,Ace Integrated Solutions Limited,INE543V01017,True,EQUITY,NSE,EQ,EQ,20,-,2022-11-04,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ACI,ACI.NS,Archean Chemical Industries Limited,INE128X01021,True,EQUITY,NSE,EQ,EQ,20,-,2022-11-21,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ACL,ACL.NS,Andhra Cements Limited,INE666E01020,True,EQUITY,NSE,EQ,EQ,10,-,2023-05-10,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ACMESOLAR,ACMESOLAR.NS,Acme Solar Holdings Limited,INE622W01025,True,EQUITY,NSE,EQ,EQ,10,-,2024-11-13,2.0,2.0,1.0,,,,,,Power,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
ACSTECH,ACSTECH.NS,ACS Technologies Limited,INE366C01021,True,EQUITY,NSE,EQ,EQ,5,-,2026-04-20,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ACUTAAS,ACUTAAS.NS,Acutaas Chemicals Limited,INE00FF01025,True,EQUITY,NSE,EQ,EQ,20,-,2021-09-14,5.0,5.0,1.0,,AMIORG,2025-06-02,Ami Organics Limited,2025-06-02,Healthcare,False,False,False,False,True,EQUITY_L;sec_list;symbolchange;namechange;nifty500,2026-07-06T15:21:16+00:00
ADANIENSOL,ADANIENSOL.NS,Adani Energy Solutions Limited,INE931S01010,True,EQUITY,NSE,EQ,EQ,No Band,-,2015-07-31,10.0,10.0,1.0,,ADANITRANS,2023-08-24,Adani Transmission Limited,2023-08-24,Power,False,True,True,True,True,EQUITY_L;sec_list;symbolchange;namechange;nifty_next50;nifty100;nifty200;nifty500,2026-07-06T15:21:16+00:00
ADANIENT,ADANIENT.NS,Adani Enterprises Limited,INE423A01024,True,EQUITY,NSE,EQ,EQ,No Band,-,1997-06-04,1.0,1.0,1.0,,ADANIEXPO,2006-09-20,Adani Exports Ltd,2006-09-20,Metals & Mining,True,False,True,True,True,EQUITY_L;sec_list;symbolchange;namechange;nifty50;nifty100;nifty200;nifty500,2026-07-06T15:21:16+00:00
ADANIGREEN,ADANIGREEN.NS,Adani Green Energy Limited,INE364U01010,True,EQUITY,NSE,EQ,EQ,No Band,-,2018-06-18,10.0,10.0,1.0,,,,,,Power,False,True,True,True,True,EQUITY_L;sec_list;nifty_next50;nifty100;nifty200;nifty500,2026-07-06T15:21:16+00:00
ADANIPORTS,ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,INE742F01042,True,EQUITY,NSE,EQ,EQ,No Band,-,2007-11-27,2.0,2.0,1.0,,MUNDRAPORT,2012-01-17,Mundra Port and Special Economic Zone Limited,2012-01-17,Services,True,False,True,True,True,EQUITY_L;sec_list;symbolchange;namechange;nifty50;nifty100;nifty200;nifty500,2026-07-06T15:21:16+00:00
ADANIPOWER,ADANIPOWER.NS,Adani Power Limited,INE814H01029,True,EQUITY,NSE,EQ,EQ,No Band,-,2009-08-20,2.0,2.0,1.0,,,,,,Power,False,True,True,True,True,EQUITY_L;sec_list;nifty_next50;nifty100;nifty200;nifty500,2026-07-06T15:21:16+00:00
ADFFOODS,ADFFOODS.NS,ADF Foods Limited,INE982B01027,True,EQUITY,NSE,EQ,EQ,20,-,2010-09-15,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ADL,ADL.NS,Archidply Decor Limited,INE0CHO01012,True,EQUITY,NSE,EQ,EQ,20,-,2020-10-01,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ADOR,ADOR.NS,Ador Welding Limited,INE045A01017,True,EQUITY,NSE,EQ,EQ,20,-,1995-05-10,10.0,10.0,1.0,,ADORWELD,2025-04-11,Advani Oerlikon Ltd,2004-09-27,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
ADROITINFO,ADROITINFO.NS,Adroit Infotech Limited,INE737B01033,True,EQUITY,NSE,EQ,EQ,20,-,1997-08-13,10.0,10.0,1.0,,SPHEREGSL,2018-04-19,Sphere Global Services Limited,2018-04-19,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
ADSL,ADSL.NS,Allied Digital Services Limited,INE102I01027,True,EQUITY,NSE,EQ,EQ,20,-,2007-07-25,5.0,5.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ADVAIT,ADVAIT.NS,Advait Energy Transitions Limited,INE0ALI01010,True,EQUITY,NSE,EQ,EQ,20,-,2026-01-20,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ADVANCE,ADVANCE.NS,Advance Agrolife Limited,INE1B0W01010,True,EQUITY,NSE,EQ,EQ,20,-,2025-10-08,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ADVANIHOTR,ADVANIHOTR.NS,Advani Hotels & Resorts (India) Limited,INE199C01026,True,EQUITY,NSE,EQ,EQ,20,-,2007-06-25,2.0,2.0,1.0,,RAMADHOTEL,2007-06-25,Ramada Hotels (I) Ltd,2001-03-14,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
ADVENTHTL,ADVENTHTL.NS,Advent Hotels International Limited,INE28GN01010,True,EQUITY,NSE,EQ,EQ,20,-,2025-11-13,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ADVENZYMES,ADVENZYMES.NS,Advanced Enzyme Technologies Limited,INE837H01020,True,EQUITY,NSE,EQ,EQ,20,-,2016-08-01,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AEGISLOG,AEGISLOG.NS,Aegis Logistics Limited,INE208C01025,True,EQUITY,NSE,EQ,EQ,10,-,1996-04-03,1.0,1.0,1.0,,AEGISCHEM,2024-06-07,Aegis Chemicals Limited,2001-01-02,Oil Gas & Consumable Fuels,False,False,False,False,True,EQUITY_L;sec_list;symbolchange;namechange;nifty500,2026-07-06T15:21:16+00:00
AEGISVOPAK,AEGISVOPAK.NS,Aegis Vopak Terminals Limited,INE0INX01018,True,EQUITY,NSE,EQ,EQ,10,-,2025-06-02,10.0,10.0,1.0,,,,,,Oil Gas & Consumable Fuels,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
AEPL,AEPL.NS,Artemis Electricals and Projects Limited,INE757T01025,True,EQUITY,NSE,EQ,EQ,10,-,2026-03-12,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AEQUS,AEQUS.NS,Aequs Limited,INE947N01017,True,EQUITY,NSE,EQ,EQ,20,-,2025-12-10,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AEROENTER,AEROENTER.NS,Aeroflex Enterprises Limited,INE065D01027,True,EQUITY,NSE,EQ,EQ,20,-,2022-11-21,2.0,2.0,1.0,,SATINDLTD,2025-06-25,Sat Industries Limited,2025-06-25,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
AEROFLEX,AEROFLEX.NS,Aeroflex Industries Limited,INE024001021,True,EQUITY,NSE,EQ,EQ,10,-,2023-08-31,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AERONEU,AERONEU.NS,Aeroflex Neu Limited,INE035801013,True,EQUITY,NSE,EQ,EQ,20,-,2023-01-12,10.0,10.0,1.0,,SAH,2025-08-22,Sah Polymers Limited,2025-08-22,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
AETHER,AETHER.NS,Aether Industries Limited,INE0BWX01014,True,EQUITY,NSE,EQ,EQ,20,-,2022-06-03,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AFCONS,AFCONS.NS,Afcons Infrastructure Limited,INE101I01011,True,EQUITY,NSE,EQ,EQ,20,-,2024-11-04,10.0,10.0,1.0,,,,,,Construction,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
AFFLE,AFFLE.NS,Affle 3i Limited,INE00WC01027,True,EQUITY,NSE,EQ,EQ,20,-,2019-08-08,2.0,2.0,1.0,,,,Affle (India) Limited,2025-05-02,Information Technology,False,False,False,False,True,EQUITY_L;sec_list;namechange;nifty500,2026-07-06T15:21:16+00:00
AFFORDABLE,AFFORDABLE.NS,Affordable Robotic & Automation Limited,INE692Z01013,True,EQUITY,NSE,BE,BE,5,-,2024-10-23,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AFIL,AFIL.NS,Akme Fintrade (India) Limited,INE916Y01027,True,EQUITY,NSE,BE,BE,5,-,2024-06-26,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AFSL,AFSL.NS,Abans Financial Services Limited,INE00ZE01026,True,EQUITY,NSE,EQ,EQ,20,-,2022-12-23,2.0,2.0,1.0,,AHL,2025-04-01,Abans Holdings Limited,2025-04-01,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
AGARIND,AGARIND.NS,Agarwal Industrial Corporation Limited,INE204E01012,True,EQUITY,NSE,EQ,EQ,20,-,2014-05-26,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AGARWALEYE,AGARWALEYE.NS,Dr. Agarwal's Health Care Limited,INE943P01029,True,EQUITY,NSE,EQ,EQ,20,-,2025-02-04,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AGI,AGI.NS,AGI Greenpac Limited,INE415A01038,True,EQUITY,NSE,EQ,EQ,20,-,2000-05-31,2.0,2.0,1.0,,HSIL,2022-05-11,HSIL Limited,2022-05-11,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
AGIIL,AGIIL.NS,Agi Infra Limited,INE976R01033,True,EQUITY,NSE,EQ,EQ,20,-,2024-07-15,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AGL,AGL.NS,Allcargo Global Limited,INE1YPB01014,True,EQUITY,NSE,BE,BE,5,-,2026-07-03,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AGRITECH,AGRITECH.NS,Agri-Tech (India) Limited,INE449G01018,True,EQUITY,NSE,BE,BE,5,-,2014-01-28,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AGROPHOS,AGROPHOS.NS,Agro Phos India Limited,INE740V01019,True,EQUITY,NSE,EQ,EQ,20,-,2019-03-08,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AGSTRA,AGSTRA.NS,AGS Transact Technologies Limited,INE583L01014,True,EQUITY,NSE,BZ,,,,2022-01-31,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L,2026-07-06T15:21:16+00:00
AHCL,AHCL.NS,Anlon Healthcare Limited,INE0Y8W01025,True,EQUITY,NSE,EQ,EQ,20,-,2025-09-03,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AHLADA,AHLADA.NS,Ahlada Engineers Limited,INE00PV01013,True,EQUITY,NSE,EQ,EQ,20,-,2021-01-28,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AHLEAST,AHLEAST.NS,Asian Hotels (East) Limited,INE926K01017,True,EQUITY,NSE,EQ,EQ,20,-,2010-08-11,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AHLUCONT,AHLUCONT.NS,Ahluwalia Contracts (India) Limited,INE758C01029,True,EQUITY,NSE,EQ,EQ,20,-,2009-12-14,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AHLWEST,AHLWEST.NS,Asian Hotels (West) Limited,INE915K01010,True,EQUITY,NSE,BE,BE,5,-,2010-08-05,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AIAENG,AIAENG.NS,AIA Engineering Limited,INE212H01026,True,EQUITY,NSE,EQ,EQ,20,-,2005-12-14,2.0,2.0,1.0,,,,,,Capital Goods,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
